poi_id,osm_id,category,name,lat,lon
POI_000349,6611253378,petrol_station,,29.1299899,-9.7779878
POI_000350,3192099500,petrol_station,,29.3696466,-9.7495308
POI_000351,13092925158,petrol_station,,29.1676074,-9.570504
POI_000352,3939406683,petrol_station,,29.5817961,-10.0346006
POI_000353,3192099502,petrol_station,,29.3806088,-9.7453616
POI_000354,13266667001,petrol_station,Top Petrol,29.5369622,-9.8210222
POI_000355,5938885298,petrol_station,,29.6846071,-9.7606301
POI_000356,2298162379,petrol_station,,29.6901414,-9.747802
POI_000357,698660450,petrol_station,Afriquia أفريقيا,29.6663526,-9.7210842
POI_000358,2580285597,petrol_station,,29.6774206,-9.7229608
POI_000359,2298163236,petrol_station,Shell شل,29.6931388,-9.7287996
POI_000360,2935645982,petrol_station,,29.7029019,-9.7375915
POI_000361,2935645980,petrol_station,,29.6918152,-9.724647
POI_000362,2298162414,petrol_station,,29.691988,-9.7186937
POI_000363,2519684229,petrol_station,,29.7097104,-9.7128069
POI_000364,3164934724,petrol_station,,29.7132151,-9.7112324
POI_000365,4561905903,petrol_station,,29.7160282,-9.7093287
POI_000366,2298158215,petrol_station,Afriquia أفريقيا,29.580465,-9.4507621
POI_000367,5284638021,petrol_station,,29.5312704,-9.261476
POI_000368,2298158947,petrol_station,,29.5262839,-9.2453161
POI_000369,11992234169,petrol_station,Moove Oil Gas Station,29.6911061,-9.5213059
POI_000370,3531244852,petrol_station,,29.6548524,-9.3643214
POI_000371,11641478352,petrol_station,,29.0136216,-8.8810115
POI_000372,3436913024,petrol_station,Ziz,29.1328522,-8.965363
POI_000373,7711797577,petrol_station,Salama Station,29.7786079,-9.1697248
POI_000374,1110164166,petrol_station,Afriquia أفريقيا,29.7209618,-8.9737965
POI_000375,1110164551,petrol_station,Afriquia أفريقيا,29.720036,-8.9720046
POI_000376,9929791718,petrol_station,,28.5026092,-7.4511592
POI_000377,8033935160,petrol_station,محطة وقود,28.5586415,-7.2398327
POI_000378,3752973397,petrol_station,محطة خدمات أم العسل,28.6244845,-6.9819912
POI_000379,10733311882,petrol_station,,29.3902187,-8.2410798
POI_000380,1786579788,petrol_station,Petrofib,29.7385363,-7.9735208
POI_000381,2430341777,petrol_station,TotalEnergies,29.7386999,-7.9740353
POI_000382,11987251267,petrol_station,Petro Big,29.7438617,-7.9535817
POI_000383,13484868367,petrol_station,Afriquia,29.7447016,-7.9465071
POI_000384,4577991330,petrol_station,محطة الخدمات حاسي خبي,29.1875142,-5.0714287
POI_000385,6910595587,petrol_station,محطة بنزين بولعظام,29.773741,-4.0095383
POI_000386,11092510536,petrol_station,,27.6853926,-0.2809882
